EmployeeID,Age,Gender,MaritalStatus,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition,TenureToIncomeRatio,SatisfactionScore
12458,57,Male,Single,High School,HR,HR Manager,3.4,0.9,0,4639,1,1,1,4,4,Yes,8.6,1,3,1,0.7329165768484587,1.75
12459,58,Female,Married,Bachelor,Finance,Financial Analyst,1.7,1.7,0,8608,2,2,1,3,3,No,7.5,1,3,1,0.19749070631970259,2.0
12460,37,Female,Single,Master,Sales,Sales Manager,7.5,4.9,4,9549,1,4,3,4,3,No,17.0,0,1,1,0.7854225573358468,3.0
12461,31,Female,Divorced,Master,Finance,Accountant,5.6,1.9,0,11136,2,4,1,3,3,Yes,18.3,0,2,1,0.5028735632183908,2.5
12462,30,Male,Married,Bachelor,Finance,Accountant,2.4,1.6,0,8392,2,4,2,3,3,No,10.4,2,5,1,0.2859866539561487,2.75
12463,37,Male,Married,Master,IT,Data Scientist,10.1,5.2,0,14452,1,3,4,2,4,No,12.4,0,1,0,0.698865208967617,2.5
12464,55,Male,Married,Master,Sales,Sales Manager,4.8,1.2,2,8347,1,4,3,4,2,Yes,3.3,0,6,0,0.5750569066730562,3.0
12465,26,Male,Divorced,Master,Operations,Supply Chain Analyst,4.0,1.6,0,7330,4,3,4,4,2,No,10.3,2,0,0,0.5457025920873124,3.75
12466,31,Female,Single,Bachelor,Operations,Logistics Coordinator,1.6,1.6,1,6627,3,4,3,2,3,No,0.6,1,3,1,0.2414365474573714,3.0
12467,52,Female,Single,Master,Operations,Operations Manager,3.0,3.0,3,8782,3,3,3,1,3,No,5.0,2,4,0,0.3416078342063311,2.5
12468,42,Female,Married,Bachelor,IT,Software Engineer,8.3,4.4,0,10190,2,2,4,1,2,No,54.5,0,5,0,0.8145240431795879,2.25
12469,40,Male,Married,High School,Sales,Account Manager,6.1,6.1,1,5155,3,2,2,2,3,Yes,11.6,1,2,1,1.183317167798254,2.25
12470,31,Female,Single,Bachelor,Finance,Financial Analyst,0.9,0.9,0,9049,3,3,1,4,3,No,1.3,0,5,1,0.09945850370206653,2.75
12471,31,Male,Single,Bachelor,IT,Product Manager,3.2,1.3,3,9909,4,2,3,1,3,Yes,13.7,2,5,0,0.3229387425572712,2.5
12472,48,Male,Divorced,Bachelor,Operations,Supply Chain Analyst,5.1,0.9,0,6998,4,4,2,1,3,No,2.8,3,2,0,0.7287796513289511,2.75
12473,46,Female,Married,Master,Finance,Finance Manager,10.1,2.0,1,13077,1,1,4,1,3,Yes,2.8,0,3,1,0.7723483979506003,1.75
12474,25,Male,Single,Master,Operations,Logistics Coordinator,1.9,1.9,0,7924,2,4,4,1,3,No,2.2,1,1,1,0.2397778899545684,2.75
12475,23,Female,Married,Master,Operations,Logistics Coordinator,1.0,1.0,1,7682,3,3,1,3,3,Yes,6.4,1,4,1,0.1301744337412132,2.5
12476,23,Male,Divorced,Bachelor,IT,Product Manager,1.0,1.0,1,9524,2,2,4,3,3,Yes,2.2,1,3,1,0.10499790004199917,2.75
12477,54,Male,Divorced,High School,Finance,Financial Analyst,1.1,1.1,1,6063,4,2,1,3,2,No,8.2,1,6,0,0.18142833580735612,2.5
12478,58,Female,Married,High School,Finance,Finance Manager,9.5,1.1,0,6589,1,1,1,3,3,No,7.6,1,4,1,1.4417969342844132,1.5
12479,26,Female,Single,Master,Operations,Logistics Coordinator,3.7,3.0,1,8423,1,2,2,4,3,No,9.4,1,3,0,0.4392734180220824,2.25
12480,44,Female,Married,Bachelor,IT,Software Engineer,9.6,0.9,0,9086,4,4,4,4,1,No,12.1,2,5,0,1.0565705480959717,4.0
12481,59,Female,Single,Master,IT,Software Engineer,4.6,1.3,1,11850,4,1,3,3,3,No,6.1,3,6,0,0.3881856540084388,2.75
12482,38,Female,Single,Bachelor,Operations,Operations Manager,8.7,7.1,2,7513,2,3,4,2,3,Yes,5.7,3,1,1,1.1579928124584054,2.75
12483,52,Male,Married,Bachelor,IT,Data Scientist,6.3,3.5,3,10622,3,4,1,4,3,No,2.8,1,0,0,0.5931086424402184,3.0
12484,29,Female,Married,Bachelor,Sales,Sales Executive,7.0,2.9,0,8031,1,4,1,3,3,Yes,4.9,2,3,0,0.8716224629560453,2.25
12485,22,Female,Married,Master,Sales,Account Manager,0.0,0.0,0,8626,3,1,4,1,4,No,13.9,0,1,1,0.0,2.25
12486,30,Female,Single,High School,Sales,Account Manager,8.0,2.9,1,5778,1,1,1,4,3,No,8.7,2,3,1,1.3845621322256838,1.75
12487,55,Male,Married,Bachelor,Operations,Operations Manager,2.3,1.5,2,5598,2,1,1,4,2,No,7.1,0,2,0,0.41086102179349765,2.0
12488,50,Male,Divorced,Bachelor,Sales,Sales Executive,2.9,2.9,0,7257,3,2,1,3,3,No,10.6,0,4,0,0.39961416563318175,2.25
12489,25,Female,Married,Bachelor,IT,Data Scientist,3.0,0.5,1,8186,2,3,3,4,2,No,6.6,1,6,0,0.3664793549963352,3.0
12490,44,Male,Married,Bachelor,HR,Recruiter,3.5,2.2,2,6025,4,1,3,2,3,No,4.1,0,5,0,0.5809128630705394,2.5
12491,51,Female,Single,Master,HR,Recruiter,1.3,0.8,0,7103,1,3,2,2,3,Yes,24.3,1,2,1,0.183021258623117,2.0
12492,44,Female,Married,Bachelor,Sales,Account Manager,1.8,1.8,0,6206,4,2,2,3,2,No,19.5,0,3,1,0.29004189494038024,2.75
12493,52,Male,Single,Bachelor,IT,Data Scientist,7.8,3.8,0,10894,3,1,2,1,3,No,13.0,3,2,1,0.7159904534606205,1.75
12494,40,Male,Single,PhD,HR,Recruiter,15.5,3.4,3,12943,4,1,2,3,3,No,5.0,0,6,0,1.1975585258440857,2.5
12495,55,Female,Single,Master,Operations,Operations Manager,9.0,4.4,2,7514,3,2,3,2,1,No,9.0,2,2,1,1.1977641735427202,2.5
12496,59,Female,Married,High School,HR,HR Manager,3.2,3.2,3,4595,1,2,3,2,3,No,14.7,0,0,1,0.6964091403699675,2.0
12497,25,Male,Married,Bachelor,Finance,Financial Analyst,3.0,2.3,0,9412,4,4,1,2,4,No,7.9,2,1,1,0.31874203144921376,2.75
12498,33,Female,Single,Master,Sales,Account Manager,6.8,6.8,0,9086,2,3,2,1,3,Yes,19.8,2,5,1,0.7484041382346467,2.0
12499,32,Female,Single,Master,HR,HR Manager,8.5,4.8,1,8582,4,1,2,1,3,No,13.4,1,2,0,0.9904451176881844,2.0
12500,37,Male,Single,Master,Sales,Sales Executive,2.3,1.2,0,8456,1,2,3,4,3,No,20.3,2,2,1,0.27199621570482496,2.5
12501,28,Male,Married,Bachelor,IT,Product Manager,6.0,1.7,1,10298,3,3,2,2,3,No,12.3,1,4,1,0.5826374053214216,2.5
12502,48,Male,Married,Bachelor,HR,HR Business Partner,7.2,1.1,1,6453,1,4,4,4,2,No,4.9,1,2,0,1.1157601115760112,3.25
12503,34,Female,Single,Master,Sales,Sales Manager,4.0,4.0,1,10017,1,3,1,2,4,Yes,1.4,2,3,1,0.3993211540381352,1.75
12504,23,Male,Married,Master,IT,Software Engineer,1.0,1.0,1,10678,4,3,1,1,3,Yes,18.0,1,3,1,0.09365049634763063,2.25
12505,25,Male,Married,Bachelor,Finance,Finance Manager,3.0,2.8,2,8435,4,3,3,3,3,Yes,11.4,2,6,0,0.3556609365737996,3.25
12506,31,Male,Single,Master,Finance,Accountant,7.6,0.2,1,12246,1,4,2,3,3,No,4.6,0,0,0,0.6206108116936142,2.5
12507,52,Male,Married,Bachelor,Finance,Accountant,2.8,2.8,2,8792,3,4,3,1,3,Yes,6.3,0,2,1,0.3184713375796178,2.75
12508,32,Male,Single,High School,IT,Software Engineer,5.1,1.2,1,6921,2,1,3,2,1,No,4.3,0,3,1,0.7368877329865625,2.0
12509,31,Female,Married,Bachelor,HR,Recruiter,7.0,1.6,0,5857,2,4,3,3,1,No,20.8,1,6,0,1.1951511012463718,3.0
12510,35,Male,Single,Bachelor,HR,HR Manager,6.8,6.8,1,7421,4,1,3,3,3,No,10.0,0,2,1,0.9163185554507478,2.75
12511,28,Female,Married,Bachelor,HR,HR Manager,4.7,1.6,0,5982,4,3,2,1,3,No,17.6,1,6,1,0.7856904045469743,2.5
12512,59,Male,Married,High School,Sales,Sales Manager,5.0,2.7,2,5531,2,2,4,1,1,No,2.4,0,0,1,0.9039956608208282,2.25
12513,46,Female,Single,Bachelor,Finance,Accountant,3.3,2.2,1,8694,2,1,3,3,3,No,4.1,2,3,1,0.3795721187025534,2.25
12514,24,Female,Divorced,Master,HR,HR Business Partner,2.0,2.0,0,7488,4,2,2,3,3,No,4.6,1,6,0,0.2670940170940171,2.75
12515,44,Male,Divorced,Bachelor,Finance,Accountant,10.2,2.7,2,10276,4,1,4,4,3,No,3.9,2,2,0,0.9926041261191124,3.25
12516,43,Female,Single,Bachelor,Operations,Logistics Coordinator,9.9,2.5,0,7912,2,4,4,4,4,Yes,2.6,0,0,0,1.2512639029322548,3.5
12517,40,Male,Single,Bachelor,HR,HR Manager,5.4,2.5,0,8040,2,1,2,1,4,Yes,4.7,0,1,1,0.6716417910447763,1.5
12518,53,Female,Single,Master,Finance,Financial Analyst,8.2,2.3,5,11699,1,3,2,1,3,No,7.7,0,0,1,0.7009146080861611,1.75
12519,22,Female,Married,Master,Finance,Financial Analyst,0.0,0.0,0,9770,4,4,2,4,3,Yes,6.3,0,2,0,0.0,3.5
12520,46,Male,Single,Master,Operations,Operations Manager,3.3,2.3,1,8779,4,2,2,2,4,Yes,6.2,1,2,1,0.375897026996241,2.5
12521,25,Male,Divorced,Bachelor,HR,Recruiter,3.0,2.0,0,6338,3,1,3,4,3,Yes,5.5,2,4,0,0.47333543704638686,2.75
12522,27,Female,Married,Bachelor,IT,Product Manager,3.9,3.5,2,10050,1,4,1,1,4,No,9.4,1,3,1,0.38805970149253727,1.75
12523,51,Male,Divorced,Bachelor,Sales,Account Manager,6.0,2.2,0,7539,4,2,1,3,3,No,3.2,1,4,0,0.7958615200955034,2.5
12524,47,Male,Married,High School,HR,Recruiter,7.6,4.3,4,5020,2,3,3,2,3,No,6.3,0,0,1,1.5139442231075697,2.5
12525,34,Male,Divorced,Bachelor,HR,Recruiter,6.3,2.7,0,6781,3,1,3,2,3,No,17.9,4,1,0,0.9290665093644005,2.25
12526,25,Female,Married,Master,IT,Product Manager,3.0,3.0,0,10465,3,2,2,2,2,No,9.8,1,2,1,0.2866698518872432,2.25
12527,33,Male,Single,High School,Finance,Finance Manager,11.0,2.4,0,9461,2,3,2,1,3,No,11.4,3,4,1,1.1626677941021033,2.0
12528,42,Male,Single,Master,Operations,Supply Chain Analyst,16.3,3.4,0,11129,3,4,3,2,3,No,9.1,1,3,1,1.4646419264983377,3.0
12529,41,Female,Married,Bachelor,Operations,Operations Manager,8.8,2.7,3,8363,3,2,4,1,4,Yes,21.6,3,6,1,1.0522539758459883,2.5
12530,51,Female,Married,Master,IT,DevOps Engineer,1.4,1.4,0,10855,3,1,2,3,3,No,2.4,1,3,0,0.12897282358360201,2.25
12531,58,Female,Single,Bachelor,Finance,Finance Manager,6.8,6.8,0,9477,3,2,3,1,3,No,14.1,4,4,0,0.7175266434525693,2.25
12532,47,Male,Single,Bachelor,HR,Recruiter,8.9,8.3,2,7510,4,4,2,4,3,Yes,6.5,1,4,0,1.1850865512649802,3.5
12533,54,Female,Single,PhD,Operations,Supply Chain Analyst,3.7,0.3,1,10914,1,3,1,4,4,Yes,13.2,2,3,1,0.33901411031702405,2.25
12534,47,Female,Single,Bachelor,Finance,Financial Analyst,1.4,1.4,0,9306,1,2,4,4,4,No,7.4,1,1,1,0.15044057597249086,2.75
12535,27,Female,Single,Bachelor,IT,Data Scientist,5.0,3.3,1,9689,4,2,4,2,3,No,10.1,1,3,0,0.5160491278769739,3.0
12536,22,Female,Single,High School,Finance,Financial Analyst,0.0,0.0,0,6109,4,2,3,3,3,No,6.1,1,0,0,0.0,3.0
12537,34,Male,Married,Bachelor,IT,Software Engineer,12.0,7.4,0,10245,3,4,4,3,2,No,4.8,3,1,0,1.171303074670571,3.5
12538,22,Male,Divorced,Bachelor,HR,HR Business Partner,0.0,0.0,0,5315,1,2,1,1,3,Yes,15.6,1,2,1,0.0,1.25
12539,27,Female,Married,Master,Finance,Financial Analyst,5.0,2.9,0,11668,3,1,3,1,3,No,3.0,2,0,1,0.42852245457661986,2.0
12540,33,Female,Single,Bachelor,Sales,Sales Manager,5.2,4.6,2,6189,4,3,4,2,2,No,11.2,0,1,0,0.8402003554693812,3.25
12541,37,Male,Single,Master,Finance,Accountant,6.9,5.2,0,12278,4,3,3,1,3,Yes,7.9,1,0,0,0.5619807786284411,2.75
12542,47,Male,Single,Bachelor,Sales,Sales Executive,3.0,2.7,0,8574,4,4,1,3,4,Yes,7.9,2,2,0,0.34989503149055284,3.0
12543,27,Male,Single,Bachelor,IT,Software Engineer,3.0,0.8,1,8596,3,3,2,2,3,Yes,37.9,1,6,1,0.3489995346672871,2.5
12544,41,Male,Single,High School,Sales,Account Manager,7.7,4.2,0,7195,2,3,1,2,4,Yes,15.8,1,3,1,1.0701876302988187,2.0
12545,58,Male,Married,Bachelor,Finance,Accountant,3.9,0.6,1,9375,1,2,2,4,3,No,5.2,2,2,1,0.416,2.25
12546,49,Male,Married,Master,IT,Data Scientist,8.2,4.2,0,12099,2,2,2,3,2,No,5.0,1,6,1,0.6777419621456318,2.25
12547,53,Male,Divorced,Bachelor,IT,Software Engineer,2.5,2.5,0,9272,1,1,1,3,3,No,31.1,2,4,1,0.26962899050905953,1.5
12548,47,Male,Single,Bachelor,IT,Data Scientist,5.6,3.6,2,9913,2,4,1,4,3,No,7.1,3,4,1,0.564914758398063,2.75
12549,59,Male,Married,Master,Finance,Financial Analyst,6.6,6.6,1,12007,2,2,2,3,3,No,3.3,0,5,0,0.5496793537103356,2.25
12550,26,Male,Married,Master,Finance,Financial Analyst,4.0,2.1,1,10563,2,2,2,1,3,No,8.9,3,6,1,0.37868029915743634,1.75
12551,47,Female,Married,High School,IT,Data Scientist,8.7,1.5,2,8376,4,3,3,1,3,No,6.9,0,0,0,1.0386819484240688,2.75
12552,52,Female,Single,Bachelor,Sales,Sales Executive,6.7,2.9,4,7536,4,4,1,3,3,No,4.8,0,1,0,0.8890658174097665,3.0
12553,53,Male,Single,Master,HR,HR Manager,4.0,3.0,0,8211,1,4,2,1,3,No,16.4,0,0,1,0.48715138229204724,2.0
12554,47,Male,Divorced,Master,Operations,Supply Chain Analyst,4.1,1.4,3,8953,3,4,4,3,3,No,3.4,1,5,0,0.4579470568524517,3.5
12555,53,Male,Single,Bachelor,Finance,Finance Manager,2.7,2.7,0,8534,3,1,2,3,3,No,31.0,2,0,1,0.31638153269275837,2.25
12556,50,Male,Married,Bachelor,HR,HR Manager,8.2,2.5,0,7196,4,3,1,2,4,No,10.7,2,1,1,1.1395219566425792,2.5
12557,59,Female,Married,PhD,Operations,Logistics Coordinator,7.3,2.4,1,10410,1,1,4,4,2,No,23.5,1,5,1,0.7012487992315082,2.5
12558,32,Male,Married,Master,Finance,Financial Analyst,3.3,1.9,0,10451,1,2,2,3,3,No,10.5,1,0,1,0.31575925748732175,2.0
12559,38,Male,Married,Master,Sales,Sales Executive,5.1,2.8,5,9508,1,2,4,4,3,No,17.9,1,0,0,0.5363904080774086,2.75
12560,43,Male,Married,Bachelor,Operations,Logistics Coordinator,6.9,1.1,1,7703,3,1,2,3,3,Yes,4.3,0,3,0,0.8957549006880436,2.25
12561,42,Male,Divorced,Master,HR,HR Manager,7.2,2.6,2,6766,1,1,3,3,1,No,7.0,0,4,1,1.0641442506650902,2.0
12562,28,Male,Married,Bachelor,Sales,Sales Executive,1.6,1.6,1,7137,2,3,2,1,3,No,6.2,1,6,1,0.22418383074120782,2.0
12563,47,Male,Divorced,Master,HR,Recruiter,10.2,1.0,3,8767,2,3,1,2,2,Yes,5.7,1,6,1,1.1634538610699212,2.0
12564,55,Male,Single,Bachelor,Finance,Financial Analyst,8.7,2.9,1,7972,2,2,3,2,1,Yes,16.4,0,4,1,1.0913196186653285,2.25
12565,31,Female,Married,Bachelor,IT,Product Manager,8.5,2.5,2,10688,3,1,2,1,3,No,2.4,1,4,0,0.7952844311377245,1.75
12566,30,Male,Married,Bachelor,Finance,Finance Manager,7.4,3.3,1,9279,2,3,3,4,3,No,5.3,1,5,0,0.7974997305744154,3.0
12567,50,Male,Single,Master,Operations,Supply Chain Analyst,8.4,1.8,1,9130,3,2,4,1,3,No,11.4,1,1,1,0.9200438116100766,2.5
12568,29,Female,Married,Master,Finance,Finance Manager,7.0,2.8,2,11930,2,1,3,1,3,No,14.6,0,4,1,0.586756077116513,1.75
12569,28,Female,Single,Master,IT,Data Scientist,2.0,2.0,1,11101,3,2,4,1,3,Yes,19.5,2,2,1,0.18016394919376633,2.5
12570,46,Female,Single,Bachelor,Finance,Finance Manager,2.9,0.5,0,7823,3,2,2,2,2,No,12.1,2,1,1,0.3707017768119647,2.25
12571,47,Female,Single,Bachelor,Sales,Account Manager,13.7,3.5,1,10638,1,3,4,4,4,Yes,2.4,1,6,1,1.2878360594096634,3.0
12572,22,Male,Divorced,Bachelor,Sales,Sales Executive,0.0,0.0,0,6246,2,4,2,1,3,No,3.3,1,4,1,0.0,2.25
12573,26,Female,Single,Bachelor,HR,HR Manager,4.0,4.0,0,7466,3,4,3,3,4,No,9.4,2,4,0,0.5357621216180016,3.25
12574,42,Male,Single,High School,Sales,Sales Executive,2.3,2.1,2,4852,1,1,2,2,3,No,17.9,2,3,1,0.47403132728771635,1.5
12575,56,Male,Single,Bachelor,Operations,Logistics Coordinator,7.8,5.5,3,7376,4,1,3,3,3,No,0.7,1,2,0,1.0574837310195226,2.75
12576,49,Male,Single,Bachelor,Operations,Operations Manager,3.6,1.7,3,6321,3,3,2,4,3,No,9.2,2,5,0,0.56953013763645,3.0
12577,56,Male,Married,Bachelor,Sales,Sales Executive,9.9,2.4,1,8677,1,3,3,2,4,No,5.0,3,0,1,1.1409473320271983,2.25
12578,38,Male,Married,High School,Operations,Logistics Coordinator,4.2,4.2,0,6334,4,1,1,3,3,No,12.4,0,0,1,0.6630880959898958,2.25
12579,33,Female,Single,Bachelor,IT,DevOps Engineer,11.0,2.3,0,12042,4,3,2,1,4,No,17.0,1,4,1,0.9134695233349942,2.5
12580,22,Male,Divorced,Master,Finance,Finance Manager,0.0,0.0,0,10281,1,2,1,1,4,No,7.0,1,1,1,0.0,1.25
12581,24,Male,Single,Bachelor,Finance,Finance Manager,2.0,2.0,2,8116,1,2,1,4,3,No,4.1,1,6,0,0.24642681123706262,2.0
12582,31,Male,Married,Master,Sales,Account Manager,3.2,3.2,1,8484,2,4,3,3,3,No,6.4,2,5,1,0.3771805752003772,3.0
12583,32,Male,Married,Master,Sales,Sales Manager,4.1,2.2,4,9637,4,1,4,2,4,No,2.4,1,2,1,0.4254436027809484,2.75
12584,46,Male,Married,Bachelor,HR,HR Manager,13.9,2.7,1,9126,3,3,2,3,3,No,37.4,0,3,0,1.5231207538899847,2.75
12585,53,Male,Married,PhD,IT,DevOps Engineer,1.3,1.3,1,13180,1,4,4,2,3,No,5.8,1,3,1,0.09863429438543247,2.75
12586,40,Female,Married,Master,Operations,Logistics Coordinator,3.6,1.5,0,8212,1,1,3,3,3,Yes,7.8,2,3,1,0.43838285435947394,2.0
12587,26,Male,Married,Bachelor,Operations,Supply Chain Analyst,4.0,4.0,0,6888,1,3,3,1,3,No,9.8,1,0,1,0.5807200929152149,2.0
12588,30,Female,Single,Master,Sales,Account Manager,1.3,1.2,1,8096,3,2,1,1,3,No,6.9,1,6,1,0.16057312252964429,1.75
12589,33,Male,Married,Bachelor,Finance,Accountant,3.5,3.5,3,9320,2,1,4,4,4,Yes,7.0,0,2,1,0.37553648068669526,2.75
12590,28,Male,Married,Bachelor,HR,HR Manager,6.0,0.4,3,7797,4,1,1,4,4,Yes,5.9,1,6,0,0.7695267410542517,2.5
12591,29,Female,Married,Master,Finance,Finance Manager,6.2,2.6,1,12023,3,3,4,1,3,No,1.1,0,1,0,0.5156782832903601,2.75
12592,23,Female,Married,Master,HR,HR Business Partner,1.0,1.0,1,7948,4,4,1,4,4,Yes,3.9,1,4,0,0.12581781580271767,3.25
12593,34,Male,Single,Bachelor,IT,Product Manager,7.9,3.7,1,11298,3,1,3,4,4,No,10.7,0,4,0,0.6992388033280227,2.75
12594,40,Female,Married,Bachelor,HR,Recruiter,2.2,2.2,2,6297,4,2,1,2,3,No,13.4,2,5,1,0.34937271716690493,2.25
12595,30,Female,Married,Bachelor,IT,DevOps Engineer,6.1,2.2,0,9976,4,3,3,4,3,No,4.2,1,4,0,0.611467522052927,3.5
12596,33,Male,Single,Master,HR,HR Business Partner,4.3,4.3,0,8811,2,1,1,3,4,No,9.3,2,3,1,0.4880263307229599,1.75
12597,45,Female,Married,Bachelor,IT,DevOps Engineer,6.0,0.8,1,9854,2,2,1,2,2,Yes,6.0,1,3,1,0.6088897909478385,1.75
12598,42,Female,Married,Master,IT,DevOps Engineer,5.0,0.9,0,13297,3,4,4,1,4,No,5.0,0,3,1,0.3760246672181695,3.0
12599,48,Male,Single,Bachelor,Sales,Sales Executive,5.0,2.9,0,8421,4,1,1,4,4,No,7.2,1,0,0,0.5937537109606935,2.5
12600,37,Female,Single,Master,Sales,Sales Manager,3.7,1.1,1,9075,4,1,4,2,3,No,6.3,1,4,0,0.4077134986225896,2.75
12601,45,Male,Married,Bachelor,IT,DevOps Engineer,3.2,3.2,0,9455,1,4,3,2,3,No,3.0,2,5,1,0.33844526705446853,2.5
12602,46,Male,Divorced,Master,Operations,Operations Manager,7.9,0.5,0,9063,4,1,1,1,3,Yes,12.7,3,1,0,0.8716760454595608,1.75
12603,29,Male,Married,PhD,HR,HR Business Partner,3.8,0.9,2,9536,3,1,2,4,3,Yes,27.3,2,6,1,0.39848993288590606,2.5
12604,48,Male,Single,High School,IT,Software Engineer,7.8,1.6,0,8251,1,2,4,3,4,Yes,3.2,2,4,1,0.9453399587928736,2.5
12605,48,Female,Married,Bachelor,HR,HR Business Partner,1.1,0.9,1,6393,4,3,4,3,4,No,15.9,1,5,0,0.17206319411856721,3.5
12606,23,Male,Single,Bachelor,HR,Recruiter,1.0,1.0,0,4756,2,3,2,1,2,No,8.9,1,4,1,0.21026072329688814,2.0
12607,50,Male,Single,Bachelor,IT,Product Manager,8.3,3.1,0,11291,2,1,2,4,4,No,16.5,1,6,0,0.7350987512177841,2.25
12608,31,Female,Single,Bachelor,Sales,Sales Executive,4.8,3.1,0,7992,3,3,4,4,3,Yes,12.9,1,6,0,0.6006006006006006,3.5
12609,50,Male,Divorced,High School,Sales,Sales Executive,18.2,2.6,0,7678,2,4,4,3,3,No,11.0,2,6,1,2.37040896066684,3.25
12610,28,Male,Divorced,Master,Finance,Finance Manager,6.0,6.0,1,12356,2,2,1,1,3,No,6.5,0,4,1,0.48559404337973455,1.5
12611,59,Female,Married,Bachelor,Operations,Operations Manager,7.6,0.7,1,6430,1,3,3,1,3,Yes,2.8,2,4,1,1.181959564541213,2.0
12612,41,Female,Single,Bachelor,Operations,Logistics Coordinator,3.4,3.2,0,7258,1,2,3,1,3,No,14.7,2,2,1,0.4684486084320749,1.75
12613,25,Female,Married,Bachelor,Sales,Sales Manager,2.0,1.7,1,7169,4,1,1,2,3,No,12.8,1,4,1,0.2789789370902497,2.0
12614,22,Female,Married,Bachelor,Operations,Logistics Coordinator,0.0,0.0,0,5806,1,1,1,4,4,No,7.4,1,0,1,0.0,1.75
12615,48,Female,Single,Bachelor,Sales,Account Manager,6.4,3.1,6,7206,2,4,4,3,2,No,43.2,0,1,1,0.8881487649181238,3.25
12616,46,Male,Single,Bachelor,Operations,Operations Manager,5.3,5.3,3,7508,3,3,2,1,3,Yes,3.8,3,1,1,0.7059136920618008,2.25
12617,45,Female,Married,Bachelor,Sales,Account Manager,5.8,2.0,3,6514,1,4,2,1,1,No,12.6,3,3,1,0.8903899293828677,2.0
12618,42,Male,Married,Bachelor,Sales,Sales Manager,10.4,9.7,2,9469,3,3,3,3,4,No,1.5,3,1,0,1.0983208364135602,3.0
12619,36,Male,Single,Bachelor,IT,Product Manager,6.3,3.6,4,11004,1,4,3,3,4,No,8.7,3,4,0,0.5725190839694656,2.75
12620,28,Male,Married,Master,HR,Recruiter,6.0,2.2,2,8790,2,2,2,4,4,No,8.1,0,4,0,0.6825938566552902,2.5
12621,34,Female,Single,Master,Sales,Account Manager,8.6,6.5,3,10293,4,3,1,4,3,Yes,8.8,2,1,0,0.8355192849509375,3.0
12622,39,Male,Married,Master,HR,Recruiter,6.6,2.2,1,8616,1,3,4,2,3,No,14.4,0,3,1,0.766016713091922,2.5
12623,22,Female,Married,Bachelor,Finance,Finance Manager,0.0,0.0,0,8071,2,4,1,3,2,Yes,11.3,0,1,1,0.0,2.5
12624,53,Male,Single,Bachelor,Sales,Sales Manager,6.2,1.4,4,8108,2,4,3,2,3,No,5.6,0,3,1,0.7646768623581648,2.75
12625,46,Female,Single,Master,Operations,Logistics Coordinator,3.3,1.3,3,6717,3,2,2,4,1,Yes,4.8,2,0,1,0.49129075480125056,2.75
12626,52,Male,Single,High School,HR,HR Manager,11.4,3.9,0,5854,4,2,2,3,3,Yes,2.4,1,3,0,1.9473864024598566,2.75
12627,43,Male,Married,Bachelor,IT,DevOps Engineer,7.1,4.0,0,12265,3,4,2,1,4,No,5.9,1,0,1,0.578883000407664,2.5
12628,37,Male,Married,Master,Sales,Account Manager,5.1,3.0,0,8689,4,4,1,4,3,No,5.3,0,1,0,0.5869490159972378,3.25
12629,57,Male,Divorced,Bachelor,Finance,Accountant,1.5,1.5,1,7246,2,4,3,1,2,No,5.3,0,3,1,0.2070107645597571,2.5
12630,53,Female,Single,High School,HR,Recruiter,3.4,1.6,3,5858,4,1,2,4,4,Yes,7.4,1,5,0,0.5804028678729942,2.75
12631,55,Male,Divorced,Bachelor,HR,HR Manager,16.9,3.3,0,8967,3,2,1,3,3,No,8.5,1,2,0,1.884688301550128,2.25
12632,43,Female,Single,Bachelor,IT,Product Manager,16.5,3.2,1,12092,1,4,3,1,3,No,15.2,2,3,1,1.3645385378762818,2.25
12633,32,Male,Married,PhD,IT,Product Manager,2.5,0.9,0,15341,3,3,3,2,4,Yes,9.3,2,1,1,0.16296199726223845,2.75
12634,24,Female,Married,Bachelor,HR,HR Business Partner,2.0,2.0,2,6303,4,4,3,4,4,Yes,6.8,0,0,1,0.31730921783277805,3.75
12635,30,Female,Married,Master,Operations,Logistics Coordinator,7.7,4.2,4,8879,3,2,2,4,3,No,6.3,2,1,1,0.8672147764387882,2.75
12636,59,Female,Married,Bachelor,IT,Product Manager,2.5,2.5,0,8609,4,4,4,1,3,No,24.5,2,1,0,0.29039377395748633,3.25
12637,28,Male,Married,Bachelor,IT,Software Engineer,1.4,1.4,1,9439,3,1,4,1,3,Yes,7.1,1,5,1,0.1483207966945651,2.25
12638,35,Male,Divorced,Master,Finance,Accountant,1.5,1.5,1,10199,3,1,1,3,3,No,6.7,1,6,1,0.14707324247475242,2.0
12639,33,Male,Single,Master,Operations,Logistics Coordinator,5.9,1.3,2,9170,1,1,2,1,3,Yes,14.6,2,0,1,0.64340239912759,1.25
12640,40,Female,Single,Bachelor,Operations,Logistics Coordinator,8.8,1.6,5,7387,4,2,3,1,3,No,21.7,0,3,0,1.1912819818600244,2.5
12641,27,Female,Divorced,High School,Operations,Supply Chain Analyst,5.0,1.1,0,5067,3,1,3,3,3,No,11.5,2,6,0,0.9867771857114663,2.5
